id,name,town,current_category,subcategory,website,tier,confidence,reasoning,suggested_category,meta_excerpt
412,Narragansett House,Oak Bluffs,Lodging,,http://narragansetthouse.com/,Tier 1,high,"name has 'house' + meta confirms lodging (hotel, inn)",,"Welcome to your island home away from home.  Narragansett House bed and breakfast, a haven in Oak Bluffs, Inkwell Beach, Martha&#x27;s Vineyard"
413,Nobnocket,Vineyard Haven,Lodging,,http://nobnocket.com/,Tier 1,medium,"meta mentions lodging signals: ['hotel', 'inn', 'bed and breakfast']",,"Nobnocket Boutique Inn rooms have en-suite bathroom, individually controlled heating and A/C, WiFi, hair-dryer, Bluetooth radio/speaker, luxurious Frette linens."
419,Oak Bluffs Hotel,Edgartown,Lodging,,http://attleborohousemv.com/,Tier 1,high,name matches lodging (\bhotel\b),,The Attleboro House is beautiful inn in the heart of Oak Bluffs. Enjoy panoramic views of the Oak Bluffs Harbor.
441,Oak Bluffs Inn,Oak Bluffs,Lodging,,http://oakbluffsinn.com/,Tier 1,high,name matches lodging (\binn\b),,-2797
38,Outermost Inn,Aquinnah,Lodging,,http://outermostinn.com/,Tier 1,high,name matches lodging (\binn\b),,
417,Summercamp Hotel,Oak Bluffs,Lodging,,http://summercamphotel.com/,Tier 1,high,name matches lodging (\bhotel\b),,
423,The Beach Front Inn of Martha's Vineyard,Oak Bluffs,Lodging,,http://beachfrontinnmv.com/,Tier 1,high,name matches lodging (\binn\b),,
697,The Beach House of MV,Vineyard Haven,Shopping & Retail,,https://thebeachhouseofmv.com/,Tier 1,high,name has 'house' + meta confirms lodging (beach house),lodging,The Beach House of MV
427,The Charlotte Inn,Edgartown,Lodging,,http://thecharlotteinn.com/,Tier 1,high,name matches lodging (\binn\b),,
395,The Harborside Inn,Edgartown,Lodging,,http://theharborsideinn.com/,Tier 1,high,name matches lodging (\binn\b),,The Harborside Inn is the perfect getaway to Martha&#039;s Vineyard Island! This premiere waterfront hotel destination on Edgartown Harbor is your next vacation destination.
5,The Mansion House,Vineyard Haven,Lodging,,https://www.mvmansionhouse.com,Tier 1,high,name has 'house' + meta confirms lodging (inn),,
435,Vacasa.com/usa/the-island-inn,Vineyard Haven,Lodging,,http://vacasa.com/usa/The-Island-Inn-MA,Tier 1,high,name matches lodging (\binn\b),,Are you searching for a getaway to Martha
448,Vineyard Harbor Motel,Vineyard Haven,Lodging,,http://vineyardharbormotel.us/,Tier 1,high,name matches lodging (\bmotel\b),,
450,Vineyard Square Hotel & Suites,Edgartown,Lodging,,http://vineyardsquarehotel.com/,Tier 1,high,"name matches lodging (\bhotel\b, \bsuites?\b)",,Our Edgartown hotel offers harbor views with a variety of Martha&#039;s Vineyard lodging options at the affordable Vineyard Square Hotel &amp; Suites.
119,Winnetu Oceanside Resort,Edgartown,Lodging,,http://winnetu.com/,Tier 1,high,name matches lodging (\bresort\b),,Stay in the best Martha&#039;s Vineyard Hotel: Winnetu Oceanside Resort. Discover our exceptional resort facilities and activities. Book today for the 2023 season!
49,19 Prime Steak House,Edgartown,Restaurant,,http://19primesteak.com/,Tier 2,high,name matches food/dining (\bsteak\s+house\b),,
185,7a Foods Martha's Vineyard,West Tisbury,Restaurant,,http://7afoods.com/,Tier 2,low,fallback: current category is restaurant/food,,OPEN DAILY 7AM-5PM
129,Aalias Coffee,Oak Bluffs,Restaurant,,http://aaliascoffee.com/,Tier 2,high,name matches food/dining (\bcoffee\b),,"coffee, iced coffee, oak bluffs, breakfast, breakfast sandwich, matcha, new england, hashbrowns, cappuccino, americano, latte, iced latte, salad, sandwich"
724,Alchemy,Edgartown,Restaurant,,https://www.alchemyedgartown.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,
54,Among the Flowers,Edgartown,Restaurant,,http://amongtheflowersmv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,
720,Art Cliff Diner,Vineyard Haven,Restaurant,,http://artcliffdiner.com,Tier 2,high,name matches food/dining (\bdiner\b),,
191,Artcliff Diner,Vineyard Haven,Restaurant,,http://artcliffdiner.com/,Tier 2,high,name matches food/dining (\bdiner\b),,
712,Atria,Edgartown,Restaurant,,https://www.atriamv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'dining'])",,"Seasonal New American cooking served in the smart dining room, wraparound porch or homey cellar bar. Located in Edgartown, MA."
217,Authentic Italian Food,Vineyard Haven,Restaurant,,http://salvatoresristorante.com/,Tier 2,low,fallback: current category is restaurant/food,,At Salvatore’s Ristorante we celebrate authentic Italian food. Naples-born chef Salvatore della Torre grew up helping his grandmother...
131,Back Door Donuts,Oak Bluffs,Restaurant,,http://backdoordonuts.com/,Tier 2,high,name matches food/dining (\bdonuts?\b),,Hot fresh apple fritters & donuts are served at Back Door Donuts. Take in another beautiful evening on the Vineyard and mull over your options. We can
60,Bad Martha Beer,Edgartown,"Restaurants, Food & Beverages",,http://badmarthabeer.com/,Tier 2,low,fallback: current category is restaurant/food,,Dance with a stranger. Give out your real number. Convince someone that&#039;s your yacht moored outside the harbor. Visit Bad Martha Beer Today!
133,Bangkok Cuisine,Oak Bluffs,Restaurant,,http://bangkokcapecod.com/,Tier 2,low,fallback: current category is restaurant/food,,"Bangkok Cuisine offers you the best Thai food on Cape Cod for locals and for visitors who travel from afar. We&#039;re located in Plymouth, Falmouth, Mashpee, Hyannis, S. Dennis, Orleans, and Oakbluff…"
718,Beetlebung Farm,Chilmark,Restaurant,,https://www.beetlebungfarm.org/,Tier 2,low,fallback: current category is restaurant/food,,
62,Behind the Bookstore,Edgartown,Restaurant,,http://btbmv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'breakfast', 'lunch'])",,"Coffee shop and kitchen on main street in Edgartown, Martha's Vineyard. Serving breakfast, lunch and dinner."
135,Benandbills,Oak Bluffs,Restaurant,,http://benandbillsmv.com/,Tier 2,low,fallback: current category is restaurant/food,,"Ben &amp; Bill’s in Martha’s Vineyard offers handmade chocolates, fudge, and homemade ice cream. A local favorite for fresh, small-batch sweets."
710,Biscuits,Oak Bluffs,Restaurant,,https://www.mvbiscuits.com/,Tier 2,high,name matches food/dining (\bbiscuits\b),,"Biscuits is a family-owned breakfast and lunch restaurant located in Oak Bluffs, Martha’s Vineyard, open daily from 7 a.m. to 3 p.m"
66,Black Sheep,Edgartown,Restaurant,,http://blacksheeponmv.com/,Tier 2,high,"meta confirms restaurant (['dinner', 'catering', 'eat '])",,"Prepared gourmet food, sandwiches, heat and serve dinners, cheese, charcuterie and pantry items. Catering.  Beach and boat provisioning.  Plus shop for gifts and tableware.  Black Sheep Mercantile."
68,Blackbird Cafe,Edgartown,Restaurant,,http://myblackbirdcafe.com/,Tier 2,high,name matches food/dining (\bcafe\b),,"Offering freshly made breakfast &amp; lunch all day! Serving gourmet, locally sourced coffee &amp; tea, fresh bakery, breakfast sides, cooler drinks, salads, snacks, and desserts."
196,Bobby B's,Oak Bluffs,Restaurant,,http://bobbybsmv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'breakfast', 'dinner'])",,"Located right in the heart of Vineyard Haven, Martha’s Vineyard, our restaurant is where friends and family come together to enjoy meals that are simple, fresh, and made with care. From breakfast to d…"
198,Catboat Coffee Co.,Vineyard Haven,Restaurant,,https://catboatcoffee.com/,Tier 2,high,name matches food/dining (\bcoffee\b),,"A year-round coffee shop that combines specialty beverages, Lebanese food, and island-made items. Now Open 79 Beach Road, Vineyard Haven JOIN OUR EMAIL NEWSLETTER Stay in Touch! Sign up for our email …"
70,Chesca,Edgartown,Restaurant,,http://chescasmv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'dining', 'dinner'])",,Italian-American dishes star at this upscale bistro serving pre-dinner drinks on its quaint porch.
43,Chilmark Tavern,Chilmark,Restaurant,,http://chilmarktavern.com/,Tier 2,high,name matches food/dining (\btavern\b),,
72,China House,Edgartown,Restaurant,,http://mvchinahouse.com/,Tier 2,low,fallback: current category is restaurant/food,,
141,Coop de Ville,Oak Bluffs,Restaurant,,http://coopdevilleshuckshack.com/,Tier 2,low,fallback: current category is restaurant/food,,
74,Cozy Corner Cafe,Edgartown,Restaurant,,https://cozycornermv.com/,Tier 2,high,name matches food/dining (\bcafe\b),,"Cozy Corner Cafe is a European themed, modern cafe serving high end single origin coffee &amp; espresso, breakfast sandwiches, paninis, full service smoothie, açai and many more."
496,Darosa's,Vineyard Haven,Restaurant,,http://darosasmv.com/,Tier 2,low,fallback: current category is restaurant/food,,
200,Delicious MV,Oak Bluffs,Restaurant,,http://deliciousmv.com/,Tier 2,low,fallback: current category is restaurant/food,,"The Best Bakery on Marthas Vineyard! We serve authentic French breads, extra-rich handmade ice cream, and some of the most delicious desserts you ever tried."
143,Dos Mas MV,Oak Bluffs,Restaurant,,http://dosmasmv.com/,Tier 2,low,fallback: current category is restaurant/food,,"Fresh, tasty, Mexican cuisine on Circuit ave in Oak Bluffs. Get you&#x27;re meat, or meatless options with or without Gluten! food"
76,Détente,Edgartown,Restaurant,,http://detentemv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,WE ARE CURRENTLY CLOSED FOR THE SEASON - SEE YOU IN THE SPRING!!
722,Edgartown Diner 🍨,Edgartown,Restaurant,,https://edgartowndiner.com,Tier 2,high,name matches food/dining (\bdiner\b),,A retro restaurant on Martha
339,Edgartown Golf Club Martha's Vineyard,Edgartown,Restaurant,,https://edgartowngolfclub.com/,Tier 2,low,fallback: current category is restaurant/food,,Edgartown Golf Club Martha
83,Edgartown Meat & Fish,Edgartown,Restaurant,,http://edgartownmeatandfish.com/,Tier 2,low,fallback: current category is restaurant/food,,
721,Edgartown Pizza 🍕,Edgartown,Restaurant,,http://edgartownpizza.com,Tier 2,high,name matches food/dining (\bpizza\b),,A family-style restaurant on Martha
251,Edgartown Seafood Fish Market,Edgartown,Shopping & Specialty Retail,,http://edgartownseafood.com/,Tier 2,high,"name matches food/dining (\bseafood\b, \bfish\s+market\b)",,"Larsen family owned and operated, selling a wide variety of local fresh fish, shellfish, locally caught live lobsters, appetizers, dips and spreads."
145,Eleven Circuit,Oak Bluffs,Restaurant,,http://elevencircuit.com/,Tier 2,low,fallback: current category is restaurant/food,,
282,Entertainmentcinemas.Com/Locations/Edgartown,Unknown,Restaurant,,http://entertainmentcinemas.com/locations/edgartown,Tier 2,low,fallback: current category is restaurant/food,,
87,Espresso Love,Edgartown,Restaurant,,http://espressolove.com/,Tier 2,low,fallback: current category is restaurant/food,,
148,Farm Neck Cafe,Oak Bluffs,Restaurant,,http://farmneck.net/cafe,Tier 2,high,name matches food/dining (\bcafe\b),,Farm Neck Golf Club
150,Fat Ronnie's Burger Bar,Oak Bluffs,Restaurant,,http://fatronniesburgerbar.com/,Tier 2,high,name matches food/dining (\bbar\b),,
340,Felix Neck Wildlife Sanctuary,Vineyard Haven,Restaurant,,http://massaudubon.org/felixneck,Tier 2,low,fallback: current category is restaurant/food,,"Miles of trails through woodlands, meadows, ponds, salt marsh, and along the shorelines of Martha&#039;s Vineyard, which allow for exploration, discovery, and connection to this beautiful landscape."
152,Fishbones Bar & Grille,Oak Bluffs,Restaurant,,http://fishbones-mv.com/,Tier 2,high,name matches food/dining (\bbar\b),,
154,"Giordano's Restaurant, INC",Oak Bluffs,Restaurant,,http://giosmv.com/,Tier 2,high,name matches food/dining (\brestaurant\b),,Serving the Vineyard Since 1930
202,Island Fresh Pizza,Vineyard Haven,Restaurant,,http://islandfreshpizza.com/,Tier 2,high,name matches food/dining (\bpizza\b),,
158,Jimmy Seas,Oak Bluffs,Restaurant,,http://jimmyseaspanpastas.com/,Tier 2,low,fallback: current category is restaurant/food,,Jimmy Seas Loon Mountain | Jimmy Seas Pan Pasta | United States
726,John's Fish Market,Vineyard Haven,Restaurant,,https://johnsfishmarket.com/,Tier 2,high,name matches food/dining (\bfish\s+market\b),,
93,Katama Kitchen,Edgartown,Restaurant,,http://katamakitchen.com/,Tier 2,high,name matches food/dining (\bkitchen\b),,Katama Airfield
95,L'etoile,Edgartown,Restaurant,,http://letoile.net/,Tier 2,low,fallback: current category is restaurant/food,,casually elegant dining and bar experience in the heart of downtown edgartown
204,La Choza,Vineyard Haven,Restaurant,,http://lachozamv.com/,Tier 2,low,fallback: current category is restaurant/food,,"Great food doesn’t have to be complicated. We focus on fresh ingredients, bold flavors, and meals that make you happy."
253,Larsen's Fish Market,Chilmark,Shopping & Specialty Retail,,http://larsensfishmarket.com/,Tier 2,high,name matches food/dining (\bfish\s+market\b),,Larsen
553,Leroux Kitchen,Vineyard Haven,Shopping & Retail,,http://lerouxkitchen.com/,Tier 2,high,name matches food/dining (\bkitchen\b),,"Get cooking today with LeRoux Kitchen and shop our wide collection of kitchen and home products, including premium olive oil and vinegar."
160,Lobster Ville,Oak Bluffs,Restaurant,,http://lobstervillemv.com/,Tier 2,low,fallback: current category is restaurant/food,,🎁 Промокоды Вавада и бонусы за регистрацию — до 100 FS бесплатно ⚡ Бонусы Вавада активны уже сегодня!
162,Lookout Tavern,Oak Bluffs,Restaurant,,http://lookoutmv.com/,Tier 2,high,name matches food/dining (\btavern\b),,LOOKOUT TAVERN IS OPEN FOR THE SEASON!!!! Hours of Operation               Monday &#8211; Thursday 4pm &#8211; 9:30pm                          Friday-Saturday: 11:30am &#8211; 10pm / Sunday 11:30am &#…
97,Lucky Hank's,Edgartown,Restaurant,,http://luckyhanksmv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,"Casual nook in a renovated house serving area-sourced comfort food, local beers &amp; homemade desserts."
164,MV Chowder Co,Oak Bluffs,Restaurant,,http://chowdermv.com/,Tier 2,high,name matches food/dining (\bchowder\b),,"The Island's #1 Chowder, SEAFOOD, BURGERS & So Much More!"
719,Martha's Vineyard Pizza,Oak Bluffs,Restaurant,,http://marthasvineyardpizza.com,Tier 2,high,name matches food/dining (\bpizza\b),,Martha
56,Martha's Vineyard Seafood & Steak Restaurant,Edgartown,Restaurant,,http://atlanticmv.com/,Tier 2,high,"name matches food/dining (\brestaurant\b, \bseafood\b)",,
255,Menemsha Fish Market,Chilmark,Shopping & Specialty Retail,,http://menemshafishmarket.com/,Tier 2,high,name matches food/dining (\bfish\s+market\b),,"Menemsha Fish Market, located on Martha"
306,Michaeljimage,Unknown,Restaurant,,http://michaeljimage.com/,Tier 2,low,fallback: current category is restaurant/food,,
206,Mikado Asian Bistro,Vineyard Haven,"Restaurants, Food & Beverages",,http://mikadomv.com/,Tier 2,high,name matches food/dining (\bbistro\b),,
166,Mikado Asian Bistro @ Oak Bluffs,Oak Bluffs,Restaurant,,http://mikadoob.com/,Tier 2,high,name matches food/dining (\bbistro\b),,Mikado Asian Bistro Opened since 2017
342,Mink Meadows Golf Club,Vineyard Haven,Restaurant,,https://www.minkmeadowsgc.com/,Tier 2,low,fallback: current category is restaurant/food,,
713,Mo's Lunch,Oak Bluffs,Restaurant,,https://www.moslunch.com/,Tier 2,low,fallback: current category is restaurant/food,,
208,Mocha Mott's,Vineyard Haven,Restaurant,,http://mochamotts.com/,Tier 2,low,fallback: current category is restaurant/food,,"full functionable, premium wordpress theme solution for your website."
729,Model Deli,West Tisbury,Restaurant,,https://www.mvtimes.com/2024/10/16/model-deli-model-deliciousness/,Tier 2,high,name matches food/dining (\bdeli\b),,"Sun peaking through morning clouds, slight chill creeping, bronze leaves getting closer. The smell of fall is faint, but by lunchtime it’ll be a tease of a summer day. My wife and I chose this Septemb…"
100,Morning Glory Farm,Edgartown,"Restaurants, Food & Beverages",,http://morninggloryfarm.com/,Tier 2,low,fallback: current category is restaurant/food,,Family farm on Martha
210,Nook,Vineyard Haven,Restaurant,,http://natsnookmv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,
233,North Tabor Farm,Chilmark,"Restaurants, Food & Beverages",,http://northtaborfarm.com/,Tier 2,low,fallback: current category is restaurant/food,,
312,North Water Gallery,West Tisbury,Restaurant,,http://northwatergallery.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,&lt;p&gt;Fine Art at North Water Gallery&lt;/p&gt;
168,Offshore Ale Company,Oak Bluffs,Restaurant,,http://offshoreale.com/,Tier 2,low,fallback: current category is restaurant/food,,"Home Offshore Ale Company, Martha"
36,Orange Peel Bakery,Aquinnah,Restaurant,,http://orangepeelbakery.squarespace.com/,Tier 2,high,name matches food/dining (\bbakery\b),,"22 State Rd, Aquinnah &#124; Martha’s Vineyard"
324,Peter Simon Photography,Chilmark,Restaurant,,http://petersimon.com/,Tier 2,low,fallback: current category is restaurant/food,,
213,Porto Pizza Martha's Vineyard,Vineyard Haven,Restaurant,,http://portopizzamv.com/,Tier 2,high,name matches food/dining (\bpizza\b),,Martha
711,Red Cat Kitchen,Oak Bluffs,Restaurant,,https://www.redcatkitchen.com/,Tier 2,high,name matches food/dining (\bkitchen\b),,
349,Refuge Recovery World Services,Unknown,Restaurant,,http://refugerecovery.org/,Tier 2,low,fallback: current category is restaurant/food,,A Buddhist Path to Recovering from Addiction
215,Rocco's Pizza Menu,Vineyard Haven,Restaurant,,http://marthasvineyardpizza.com/,Tier 2,high,name matches food/dining (\bpizza\b),,Martha
105,Rockfish,Edgartown,Restaurant,,http://rockfishedgartown.com/,Tier 2,low,fallback: current category is restaurant/food,,"American bites, wood-fired flatbreads, brick-walled environs. Located on the beautiful island of Martha&#039;s Vineyard in downtown Edgartown."
107,Rosewater,Edgartown,Restaurant,,https://www.rosewatermv.com/,Tier 2,low,fallback: current category is restaurant/food,,
723,Rosie's Frozen Yogurt,Oak Bluffs,Restaurant,,https://rosiesfrozenyogurt.com,Tier 2,low,fallback: current category is restaurant/food,,Martha
345,Royal Chappy Golf,Edgartown,Restaurant,,https://royalchappy.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,
219,Scottish Bakehouse,Vineyard Haven,Restaurant,,http://scottishbakehousemv.com/,Tier 2,low,fallback: current category is restaurant/food,,
316,Seastone Papers,West Tisbury,Restaurant,,http://seastonepapers.com/,Tier 2,low,fallback: current category is restaurant/food,,"Handmade paper strikes a delicate balance between strength and fragility,, purpose and beauty. Plant fibers can be molded and transformed by a moment"
172,Sharky's Oak Bluffs,Oak Bluffs,Restaurant,,http://sharkmenu.com/,Tier 2,low,fallback: current category is restaurant/food,,ORDER PICKUP ONLINE!
350,Smart Recovery,Unknown,Restaurant,,http://smartrecovery.org/,Tier 2,low,fallback: current category is restaurant/food,,SMART Recovery is the leading evidence-based addiction recovery program. Join a free meeting today and begin experiencing a Life Beyond Addiction.
112,Soigne,Edgartown,Restaurant,,http://soignemv.com/,Tier 2,high,"meta confirms restaurant (['catering', 'takeout', 'gourmet'])",,"Fine wines, sandwiches, picnic, snack, takeout, Edgartown, Martha&#x27;s Vineyard, Gourmet market, catering, desserts, pastries"
114,Square Rigger Restaurant,Edgartown,Restaurant,,http://squareriggerrestaurant.com/,Tier 2,high,name matches food/dining (\brestaurant\b),,"TOTO88 adalah situs toto slot88 dan bandar togel 4D terpercaya dengan layanan cepat, game slot gacor terbaru, serta pengalaman bermain aman, nyaman, dan profesional."
187,State Road Restaurant,West Tisbury,Restaurant,,http://stateroadrestaurant.com/,Tier 2,high,name matches food/dining (\brestaurant\b),,
318,Strand Theatre MV,Oak Bluffs,Restaurant,,http://strandtheatre-marthasvineyard.com/,Tier 2,low,fallback: current category is restaurant/food,,The Strand Theatre MV is located on Martha
221,Sweet Bites,Vineyard Haven,Restaurant,,http://sweetbitesmv.com/,Tier 2,low,fallback: current category is restaurant/food,,
730,The Attic,Vineyard Haven,Restaurant,,https://www.theatticmv.com/,Tier 2,low,fallback: current category is restaurant/food,,
174,The Barn Bowl & Bistro,Oak Bluffs,Restaurant,,http://thebarnmv.com/,Tier 2,high,name matches food/dining (\bbistro\b),,"Bistro ✦ Bar ✦ Bowling ✦ Events: Fresh, affordable cuisine with Vineyard ambiance; full-service bar offering a wide choice of craft beers and memorable specialty drinks; boutique, 10-lane regulation b…"
1,The Black Dog Tavern Company,Vineyard Haven,Restaurant,,https://www.theblackdog.com,Tier 2,high,name matches food/dining (\btavern\b),,"Out of one sailing Captain&#39;s love for the sea, his island home, and of course, his dog, The Black Dog Brand was born. Shop authentic apparel &amp; gear that continues a time-honored tradition for …"
322,The Christina Gallery,Edgartown,Restaurant,,http://christina.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,On the Island of Martha’s Vineyard
117,The Covington Restaurant and Bar,Edgartown,Restaurant,,http://thecovingtonrestaurant.com/,Tier 2,high,"name matches food/dining (\brestaurant\b, \bbar\b)",,
715,The Grey Barn & Farm,Chilmark,Restaurant,,https://www.thegreybarnandfarm.com/,Tier 2,low,fallback: current category is restaurant/food,,"As of September 2, 2025 our farm is no longer open to the public. Thanks for a great 16 years!"
47,The Homeport,Chilmark,Restaurant,,http://thehomeportmv.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'dinner', 'seafood'])",,"The Homeport is known for its world-class sunsets, lobster dinners served in the “semi-rough,” clam chowder, the original fried oyster, and fresh from Menemsha seafood and shellfish. Our waterfront re…"
347,The Martha's Vineyard Groups of Alcoholics Anonymous,Edgartown,Restaurant,,https://aaonmv.org,Tier 2,low,fallback: current category is restaurant/food,,
714,The Pawnee House,Oak Bluffs,Restaurant,,https://www.thepawneehousemv.com/,Tier 2,low,fallback: current category is restaurant/food,,"The Pawnee House in Oak Bluffs serves modern comfort food with global vegan &amp; omnivore-friendly dishes, craft cocktails, and seasonal pop-up events."
716,The Pelican Club,Edgartown,Restaurant,,https://www.farawaymarthasvineyard.com/pelican-club,Tier 2,low,fallback: current category is restaurant/food,,"Elegant event space at Faraway Martha&#x27;s Vineyard. Perfect venue for weddings, corporate retreats, and special celebrations in historic Edgartown."
343,The Polly Hill Arboretum,West Tisbury,Restaurant,,http://pollyhillarboretum.org/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,
121,The Porthunter,Edgartown,Restaurant,,http://theporthunter.com/,Tier 2,high,"meta confirms restaurant (['restaurant', 'cuisine'])",,
177,The Ritz Cafe,Oak Bluffs,Restaurant,,http://theritzmv.com/,Tier 2,high,name matches food/dining (\bcafe\b),,"The Ritz Cafe, the best live music venue and local dive bar on Martha"
109,The Seafood Shanty,Edgartown,Restaurant,,http://theseafoodshanty.com/,Tier 2,high,name matches food/dining (\bseafood\b),,
179,The Sweet Life MV,Oak Bluffs,Restaurant,,http://sweetlifemv.com/,Tier 2,low,fallback: current category is restaurant/food,,
326,The Vineyard's Drive,Unknown,Restaurant,,http://driveinmv.com/,Tier 2,low,fallback: current category is restaurant/food,,The Vineyard
125,The Wharf Pub Edgartown,Edgartown,Restaurant,,http://wharfpubmv.com/,Tier 2,high,name matches food/dining (\bpub\b),,"The Wharf Pub is a top Edgartown restaurant and nightlife spot on Martha’s Vineyard, featuring live music, great food, and weekly entertainment."
