id,name,town,current_category,subcategory,website,tier,confidence,reasoning,suggested_category,meta_excerpt
412,Narragansett House,Oak Bluffs,Lodging,,http://narragansetthouse.com/,Tier 1,high,"name has 'house' + meta confirms lodging (hotel, inn)",,"Welcome to your island home away from home.  Narragansett House bed and breakfast, a haven in Oak Bluffs, Inkwell Beach, Martha&#x27;s Vineyard"
413,Nobnocket,Vineyard Haven,Lodging,,http://nobnocket.com/,Tier 1,medium,"meta mentions lodging signals: ['hotel', 'inn', 'bed and breakfast']",,"Nobnocket Boutique Inn rooms have en-suite bathroom, individually controlled heating and A/C, WiFi, hair-dryer, Bluetooth radio/speaker, luxurious Frette linens."
419,Oak Bluffs Hotel,Edgartown,Lodging,,http://attleborohousemv.com/,Tier 1,high,name matches lodging (\bhotel\b),,The Attleboro House is beautiful inn in the heart of Oak Bluffs. Enjoy panoramic views of the Oak Bluffs Harbor.
441,Oak Bluffs Inn,Oak Bluffs,Lodging,,http://oakbluffsinn.com/,Tier 1,high,name matches lodging (\binn\b),,-2797
38,Outermost Inn,Aquinnah,Lodging,,http://outermostinn.com/,Tier 1,high,name matches lodging (\binn\b),,
417,Summercamp Hotel,Oak Bluffs,Lodging,,http://summercamphotel.com/,Tier 1,high,name matches lodging (\bhotel\b),,
423,The Beach Front Inn of Martha's Vineyard,Oak Bluffs,Lodging,,http://beachfrontinnmv.com/,Tier 1,high,name matches lodging (\binn\b),,
697,The Beach House of MV,Vineyard Haven,Shopping & Retail,,https://thebeachhouseofmv.com/,Tier 1,high,name has 'house' + meta confirms lodging (beach house),lodging,The Beach House of MV
427,The Charlotte Inn,Edgartown,Lodging,,http://thecharlotteinn.com/,Tier 1,high,name matches lodging (\binn\b),,
395,The Harborside Inn,Edgartown,Lodging,,http://theharborsideinn.com/,Tier 1,high,name matches lodging (\binn\b),,The Harborside Inn is the perfect getaway to Martha&#039;s Vineyard Island! This premiere waterfront hotel destination on Edgartown Harbor is your next vacation destination.
5,The Mansion House,Vineyard Haven,Lodging,,https://www.mvmansionhouse.com,Tier 1,high,name has 'house' + meta confirms lodging (inn),,
435,Vacasa.com/usa/the-island-inn,Vineyard Haven,Lodging,,http://vacasa.com/usa/The-Island-Inn-MA,Tier 1,high,name matches lodging (\binn\b),,Are you searching for a getaway to Martha
448,Vineyard Harbor Motel,Vineyard Haven,Lodging,,http://vineyardharbormotel.us/,Tier 1,high,name matches lodging (\bmotel\b),,
450,Vineyard Square Hotel & Suites,Edgartown,Lodging,,http://vineyardsquarehotel.com/,Tier 1,high,"name matches lodging (\bhotel\b, \bsuites?\b)",,Our Edgartown hotel offers harbor views with a variety of Martha&#039;s Vineyard lodging options at the affordable Vineyard Square Hotel &amp; Suites.
119,Winnetu Oceanside Resort,Edgartown,Lodging,,http://winnetu.com/,Tier 1,high,name matches lodging (\bresort\b),,Stay in the best Martha&#039;s Vineyard Hotel: Winnetu Oceanside Resort. Discover our exceptional resort facilities and activities. Book today for the 2023 season!
